lead_id,created_at,channel,agency_size,lead_score,setter_id,closer_id
L-11469,2025-06-25 00:00:00,Meta,2-5 agents,6,Setter B,Closer B
L-11470,2025-05-16 00:00:00,TikTok,16+ agents,2,Setter A,Closer B
L-11471,2025-03-25 00:00:00,TikTok,6-15 agents,4,Setter A,Closer D
L-11472,2025-03-11 00:00:00,Google Search,2-5 agents,5,Setter C,Closer C
L-11473,2025-05-05 00:00:00,TikTok,2-5 agents,5,Setter B,Closer D
L-11474,2025-05-16 00:00:00,Meta,Solo,8,Setter B,Closer B
L-11475,2025-05-05 00:00:00,Google Search,2-5 agents,3,Setter B,Closer D
L-11476,2025-04-09 00:00:00,Referral,16+ agents,10,Setter A,Closer A
L-11477,2025-04-06 00:00:00,TikTok,16+ agents,2,Setter C,Closer C
L-11478,2025-05-04 00:00:00,Referral,Solo,8,Setter B,Closer D
L-11479,2025-02-22 00:00:00,Google Search,6-15 agents,7,Setter B,Closer A
L-11480,2025-06-19 00:00:00,Meta,Solo,6,Setter B,Closer D
L-11481,2025-06-10 00:00:00,Meta,6-15 agents,6,Setter C,Closer D
L-11482,2025-04-27 00:00:00,Google Search,6-15 agents,3,Setter A,Closer C
L-11483,2025-06-11 00:00:00,Referral,6-15 agents,10,Setter A,Closer B
L-11484,2025-04-26 00:00:00,Google Search,2-5 agents,4,Setter B,Closer D
L-11485,2025-05-15 00:00:00,Meta,6-15 agents,6,Setter B,Closer C
L-11486,2025-04-03 00:00:00,TikTok,Solo,5,Setter B,Closer D
L-11487,2025-03-25 00:00:00,TikTok,16+ agents,5,Setter A,Closer D
L-11488,2025-05-12 00:00:00,Cold Outreach,2-5 agents,4,Setter A,Closer D
L-11489,2025-04-18 00:00:00,TikTok,2-5 agents,1,Setter A,Closer A
L-11490,2025-05-30 00:00:00,LinkedIn,16+ agents,9,Setter B,Closer A
L-11491,2025-05-05 00:00:00,LinkedIn,Solo,9,Setter B,Closer D
L-11492,2025-04-22 00:00:00,Meta,Solo,8,Setter A,Closer A
L-11493,2025-04-24 00:00:00,Meta,6-15 agents,6,Setter B,Closer C
L-11494,2025-06-23 00:00:00,Meta,16+ agents,3,Setter A,Closer B
L-11495,2025-05-30 00:00:00,Meta,16+ agents,5,Setter B,Closer A
L-11496,2025-05-02 00:00:00,Meta,Solo,5,Setter B,Closer A
L-11497,2025-06-02 00:00:00,Referral,16+ agents,9,Setter C,Closer B
L-11498,2025-05-17 00:00:00,Meta,2-5 agents,4,Setter C,Closer B
L-11499,2025-06-25 00:00:00,Meta,Solo,8,Setter B,Closer C
L-11500,2025-05-23 00:00:00,Meta,16+ agents,7,Setter B,Closer C
L-11501,2025-05-16 00:00:00,Cold Outreach,6-15 agents,7,Setter A,Closer D
L-11502,2025-06-06 00:00:00,Meta,2-5 agents,4,Setter B,Closer A
L-11503,2025-01-20 00:00:00,Meta,Solo,5,Setter A,Closer D
L-11504,2025-05-23 00:00:00,Meta,16+ agents,3,Setter A,Closer A
L-11505,2025-03-26 00:00:00,Meta,2-5 agents,8,Setter A,Closer C
L-11506,2025-06-15 00:00:00,Cold Outreach,2-5 agents,7,Setter A,Closer B
L-11507,2025-06-17 00:00:00,TikTok,2-5 agents,5,Setter B,Closer A
L-11508,2025-06-24 00:00:00,Google Search,2-5 agents,4,Setter B,Closer D
L-11509,2025-04-03 00:00:00,Google Search,Solo,4,Setter A,Closer D
L-11510,2025-06-19 00:00:00,Google Search,2-5 agents,6,Setter A,Closer D
L-11511,2025-05-11 00:00:00,Meta,16+ agents,7,Setter C,Closer D
L-11512,2025-05-24 00:00:00,Meta,16+ agents,6,Setter B,Closer B
L-11513,2025-02-26 00:00:00,Google Search,2-5 agents,7,Setter A,Closer C
L-11514,2025-05-08 00:00:00,TikTok,16+ agents,5,Setter B,Closer B
L-11515,2025-05-18 00:00:00,Google Search,Solo,4,Setter A,Closer D
L-11516,2025-06-28 00:00:00,TikTok,16+ agents,1,Setter C,Closer D
L-11517,2025-02-17 00:00:00,Cold Outreach,6-15 agents,6,Setter C,Closer B
L-11518,2025-06-02 00:00:00,LinkedIn,16+ agents,8,Setter A,Closer A
L-11519,2025-03-25 00:00:00,Meta,6-15 agents,4,Setter C,Closer A
L-11520,2025-06-17 00:00:00,Google Search,2-5 agents,5,Setter C,Closer B
L-11521,2025-03-10 00:00:00,Meta,Solo,7,Setter B,Closer D
L-11522,2025-05-21 00:00:00,Google Search,6-15 agents,5,Setter B,Closer B
L-11523,2025-06-24 00:00:00,Cold Outreach,16+ agents,5,Setter C,Closer C
L-11524,2025-05-13 00:00:00,Google Search,6-15 agents,5,Setter A,Closer A
L-11525,2025-05-08 00:00:00,Referral,16+ agents,10,Setter A,Closer C
L-11526,2025-03-29 00:00:00,TikTok,Solo,1,Setter B,Closer B
L-11527,2025-03-30 00:00:00,Meta,6-15 agents,5,Setter B,Closer C
L-11528,2025-04-24 00:00:00,Google Search,Solo,8,Setter B,Closer A
L-11529,2025-02-11 00:00:00,Google Search,Solo,8,Setter C,Closer D
L-11530,2025-03-27 00:00:00,TikTok,16+ agents,3,Setter C,Closer A
L-11531,2025-05-20 00:00:00,TikTok,6-15 agents,5,Setter A,Closer B
L-11532,2025-03-12 00:00:00,Google Search,16+ agents,3,Setter A,Closer A
L-11533,2025-04-29 00:00:00,Meta,16+ agents,4,Setter A,Closer B
L-11534,2025-05-21 00:00:00,TikTok,Solo,3,Setter A,Closer A
L-11535,2025-03-07 00:00:00,LinkedIn,Solo,10,Setter C,Closer A
L-11536,2025-03-18 00:00:00,Meta,Solo,8,Setter B,Closer D
L-11537,2025-05-07 00:00:00,Google Search,6-15 agents,4,Setter B,Closer B
L-11538,2025-06-08 00:00:00,Meta,6-15 agents,6,Setter B,Closer B
L-11539,2025-05-29 00:00:00,Meta,6-15 agents,4,Setter C,Closer D
L-11540,2025-03-13 00:00:00,TikTok,Solo,5,Setter B,Closer D
L-11541,2025-05-22 00:00:00,Meta,2-5 agents,8,Setter C,Closer A
L-11542,2025-06-18 00:00:00,Cold Outreach,16+ agents,6,Setter C,Closer C
L-11543,2025-06-26 00:00:00,Google Search,6-15 agents,8,Setter B,Closer B
L-11544,2025-05-07 00:00:00,Meta,2-5 agents,8,Setter C,Closer C
L-11545,2025-06-02 00:00:00,LinkedIn,6-15 agents,7,Setter A,Closer C
L-11546,2025-03-31 00:00:00,LinkedIn,2-5 agents,10,Setter C,Closer D
L-11547,2025-05-09 00:00:00,Cold Outreach,2-5 agents,8,Setter C,Closer C
L-11548,2025-06-03 00:00:00,Google Search,2-5 agents,6,Setter C,Closer C
L-11549,2025-04-17 00:00:00,Meta,16+ agents,8,Setter C,Closer A
L-11550,2025-04-10 00:00:00,Cold Outreach,16+ agents,5,Setter C,Closer D
L-11551,2025-06-02 00:00:00,Referral,6-15 agents,9,Setter B,Closer B
L-11552,2025-05-14 00:00:00,Meta,2-5 agents,6,Setter C,Closer B
L-11553,2025-06-05 00:00:00,Google Search,16+ agents,6,Setter C,Closer B
L-11554,2025-06-10 00:00:00,Meta,6-15 agents,7,Setter A,Closer A
L-11555,2025-06-28 00:00:00,LinkedIn,6-15 agents,10,Setter B,Closer D
L-11556,2025-06-23 00:00:00,TikTok,16+ agents,1,Setter C,Closer C
L-11557,2025-03-03 00:00:00,Meta,2-5 agents,8,Setter A,Closer D
L-11558,2025-03-31 00:00:00,Meta,16+ agents,4,Setter C,Closer C
L-11559,2025-01-15 00:00:00,Google Search,Solo,3,Setter B,Closer D
L-11560,2025-02-01 00:00:00,Meta,Solo,7,Setter C,Closer A
L-11561,2025-06-07 00:00:00,Meta,Solo,3,Setter B,Closer C
L-11562,2025-05-19 00:00:00,TikTok,2-5 agents,4,Setter A,Closer C
L-11563,2025-03-19 00:00:00,Google Search,16+ agents,5,Setter B,Closer B
L-11564,2025-05-31 00:00:00,TikTok,16+ agents,2,Setter C,Closer C
L-11565,2025-02-21 00:00:00,Meta,2-5 agents,4,Setter B,Closer A
L-11566,2025-02-01 00:00:00,Google Search,16+ agents,6,Setter B,Closer A
L-11567,2025-05-16 00:00:00,Google Search,Solo,7,Setter A,Closer A
L-11568,2025-05-02 00:00:00,Google Search,6-15 agents,5,Setter A,Closer B
L-11569,2025-05-17 00:00:00,TikTok,2-5 agents,2,Setter B,Closer D
L-11570,2025-04-11 00:00:00,LinkedIn,2-5 agents,9,Setter C,Closer C
L-11571,2025-06-08 00:00:00,TikTok,Solo,3,Setter C,Closer D
L-11572,2025-06-08 00:00:00,Google Search,2-5 agents,6,Setter C,Closer B
L-11573,2025-06-22 00:00:00,Cold Outreach,2-5 agents,8,Setter C,Closer D
L-11574,2025-03-22 00:00:00,Google Search,Solo,6,Setter A,Closer D
L-11575,2025-05-11 00:00:00,Meta,2-5 agents,4,Setter B,Closer A
L-11576,2025-04-11 00:00:00,TikTok,2-5 agents,1,Setter A,Closer C
L-11577,2025-04-02 00:00:00,Meta,16+ agents,3,Setter A,Closer B
L-11578,2025-02-08 00:00:00,Referral,Solo,10,Setter B,Closer B
L-11579,2025-06-06 00:00:00,TikTok,2-5 agents,3,Setter A,Closer C
L-11580,2025-06-17 00:00:00,Meta,6-15 agents,6,Setter C,Closer C
L-11581,2025-06-23 00:00:00,Google Search,Solo,3,Setter B,Closer D
L-11582,2025-05-21 00:00:00,LinkedIn,Solo,10,Setter A,Closer A
L-11583,2025-06-05 00:00:00,Cold Outreach,16+ agents,6,Setter A,Closer B
L-11584,2025-06-03 00:00:00,Meta,Solo,3,Setter A,Closer C
L-11585,2025-06-02 00:00:00,TikTok,6-15 agents,1,Setter C,Closer B
L-11586,2025-06-01 00:00:00,Google Search,16+ agents,3,Setter B,Closer B
L-11587,2025-04-18 00:00:00,Referral,2-5 agents,10,Setter B,Closer B
L-11588,2025-05-18 00:00:00,Google Search,Solo,6,Setter B,Closer D
L-11589,2025-03-14 00:00:00,TikTok,16+ agents,4,Setter C,Closer A
L-11590,2025-03-26 00:00:00,Meta,Solo,8,Setter B,Closer D
L-11591,2025-05-01 00:00:00,TikTok,2-5 agents,3,Setter C,Closer A
L-11592,2025-02-22 00:00:00,Meta,Solo,7,Setter C,Closer A
L-11593,2025-06-11 00:00:00,TikTok,16+ agents,2,Setter A,Closer A
L-11594,2025-05-09 00:00:00,Google Search,6-15 agents,7,Setter C,Closer C
L-11595,2025-04-10 00:00:00,LinkedIn,2-5 agents,9,Setter A,Closer D
L-11596,2025-06-03 00:00:00,Google Search,2-5 agents,8,Setter C,Closer D
L-11597,2025-05-06 00:00:00,TikTok,16+ agents,2,Setter A,Closer D
L-11598,2025-02-17 00:00:00,Google Search,Solo,4,Setter C,Closer C
L-11599,2025-04-02 00:00:00,Meta,Solo,8,Setter B,Closer B
L-11600,2025-06-01 00:00:00,TikTok,Solo,3,Setter A,Closer C
L-11601,2025-06-28 00:00:00,Cold Outreach,2-5 agents,7,Setter C,Closer A
L-11602,2025-05-17 00:00:00,Meta,2-5 agents,4,Setter A,Closer C
L-11603,2025-06-08 00:00:00,LinkedIn,Solo,7,Setter A,Closer A
L-11604,2025-05-23 00:00:00,Google Search,Solo,6,Setter B,Closer A
L-11605,2025-06-29 00:00:00,Meta,6-15 agents,5,Setter A,Closer B
L-11606,2025-03-12 00:00:00,Referral,Solo,8,Setter C,Closer C
L-11607,2025-05-13 00:00:00,Meta,Solo,6,Setter B,Closer B
L-11608,2025-06-28 00:00:00,Meta,Solo,4,Setter C,Closer C
L-11609,2025-06-24 00:00:00,Google Search,Solo,6,Setter B,Closer D
L-11610,2025-06-16 00:00:00,Google Search,2-5 agents,4,Setter C,Closer A
L-11611,2025-04-15 00:00:00,TikTok,Solo,4,Setter C,Closer B
L-11612,2025-04-17 00:00:00,Meta,16+ agents,5,Setter B,Closer D
L-11613,2025-05-18 00:00:00,Google Search,Solo,5,Setter B,Closer B
L-11614,2025-04-18 00:00:00,Meta,2-5 agents,5,Setter B,Closer D
L-11615,2025-03-10 00:00:00,Google Search,6-15 agents,6,Setter C,Closer D
L-11616,2025-05-31 00:00:00,Referral,Solo,8,Setter A,Closer A
L-11617,2025-03-10 00:00:00,LinkedIn,16+ agents,8,Setter B,Closer D
L-11618,2025-04-22 00:00:00,Meta,Solo,8,Setter B,Closer B
L-11619,2025-05-13 00:00:00,Google Search,6-15 agents,6,Setter B,Closer B
L-11620,2025-06-09 00:00:00,Google Search,2-5 agents,7,Setter A,Closer C
L-11621,2025-06-04 00:00:00,Google Search,Solo,5,Setter A,Closer D
L-11622,2025-05-24 00:00:00,TikTok,6-15 agents,4,Setter B,Closer D
L-11623,2025-05-23 00:00:00,Cold Outreach,2-5 agents,6,Setter C,Closer B
L-11624,2025-04-24 00:00:00,Meta,6-15 agents,3,Setter A,Closer C
L-11625,2025-05-21 00:00:00,Meta,2-5 agents,3,Setter B,Closer D
L-11626,2025-06-24 00:00:00,TikTok,6-15 agents,5,Setter C,Closer B
L-11627,2025-05-02 00:00:00,Google Search,Solo,4,Setter C,Closer D
L-11628,2025-06-27 00:00:00,Cold Outreach,Solo,8,Setter C,Closer D
L-11629,2025-06-15 00:00:00,Meta,16+ agents,4,Setter B,Closer D
L-11630,2025-05-31 00:00:00,Google Search,16+ agents,3,Setter C,Closer B
L-11631,2025-03-03 00:00:00,TikTok,6-15 agents,1,Setter C,Closer C
L-11632,2025-06-02 00:00:00,LinkedIn,2-5 agents,9,Setter C,Closer C
L-11633,2025-05-30 00:00:00,Cold Outreach,Solo,8,Setter B,Closer D
L-11634,2025-04-10 00:00:00,Google Search,Solo,6,Setter C,Closer D
L-11635,2025-06-24 00:00:00,Cold Outreach,Solo,6,Setter B,Closer D
L-11636,2025-04-30 00:00:00,Cold Outreach,16+ agents,6,Setter B,Closer B
L-11637,2025-06-12 00:00:00,Google Search,6-15 agents,4,Setter C,Closer A
L-11638,2025-06-14 00:00:00,Meta,6-15 agents,3,Setter A,Closer C
L-11639,2025-06-21 00:00:00,Google Search,16+ agents,5,Setter B,Closer A
L-11640,2025-04-24 00:00:00,Meta,6-15 agents,7,Setter A,Closer A
L-11641,2025-03-03 00:00:00,Meta,16+ agents,3,Setter B,Closer D
L-11642,2025-01-21 00:00:00,Cold Outreach,2-5 agents,5,Setter A,Closer A
L-11643,2025-06-23 00:00:00,TikTok,6-15 agents,2,Setter B,Closer C
L-11644,2025-06-23 00:00:00,LinkedIn,6-15 agents,9,Setter B,Closer D
L-11645,2025-05-19 00:00:00,LinkedIn,16+ agents,8,Setter C,Closer A
L-11646,2025-02-20 00:00:00,Meta,2-5 agents,5,Setter C,Closer A
L-11647,2025-06-11 00:00:00,Cold Outreach,Solo,4,Setter A,Closer A
L-11648,2025-05-19 00:00:00,Google Search,Solo,4,Setter B,Closer C
L-11649,2025-03-18 00:00:00,TikTok,Solo,3,Setter A,Closer B
L-11650,2025-06-19 00:00:00,Google Search,16+ agents,3,Setter A,Closer C
L-11651,2025-03-22 00:00:00,Google Search,Solo,6,Setter C,Closer D
L-11652,2025-06-19 00:00:00,Meta,Solo,6,Setter A,Closer C
L-11653,2025-05-22 00:00:00,TikTok,16+ agents,2,Setter B,Closer C
L-11654,2025-04-11 00:00:00,TikTok,6-15 agents,4,Setter B,Closer B
L-11655,2025-05-08 00:00:00,Meta,6-15 agents,7,Setter C,Closer D
L-11656,2025-04-23 00:00:00,Meta,6-15 agents,8,Setter A,Closer B
L-11657,2025-06-29 00:00:00,TikTok,6-15 agents,5,Setter B,Closer B
L-11658,2025-06-15 00:00:00,Meta,6-15 agents,8,Setter B,Closer C
L-11659,2025-06-10 00:00:00,Meta,2-5 agents,7,Setter A,Closer D
L-11660,2025-05-30 00:00:00,Meta,6-15 agents,7,Setter C,Closer D
L-11661,2025-04-11 00:00:00,Meta,2-5 agents,5,Setter A,Closer D
L-11662,2025-06-28 00:00:00,TikTok,6-15 agents,5,Setter B,Closer D
L-11663,2025-01-19 00:00:00,Meta,16+ agents,4,Setter C,Closer A
L-11664,2025-03-20 00:00:00,LinkedIn,6-15 agents,7,Setter B,Closer B
L-11665,2025-05-30 00:00:00,Meta,6-15 agents,7,Setter C,Closer A
L-11666,2025-06-28 00:00:00,Google Search,Solo,6,Setter B,Closer A
L-11667,2025-05-20 00:00:00,Meta,Solo,3,Setter A,Closer C
L-11668,2025-04-20 00:00:00,Referral,6-15 agents,10,Setter B,Closer A
L-11669,2025-03-27 00:00:00,Google Search,2-5 agents,7,Setter C,Closer A
L-11670,2025-06-18 00:00:00,Cold Outreach,6-15 agents,4,Setter B,Closer B
L-11671,2025-06-18 00:00:00,Google Search,6-15 agents,5,Setter A,Closer A
L-11672,2025-06-27 00:00:00,Google Search,16+ agents,7,Setter A,Closer A
L-11673,2025-05-07 00:00:00,Google Search,Solo,5,Setter A,Closer C
L-11674,2025-04-14 00:00:00,Meta,16+ agents,8,Setter C,Closer A
L-11675,2025-04-10 00:00:00,Google Search,6-15 agents,4,Setter A,Closer D
L-11676,2025-04-21 00:00:00,LinkedIn,Solo,8,Setter C,Closer D
L-11677,2025-02-28 00:00:00,LinkedIn,Solo,7,Setter B,Closer A
L-11678,2025-05-29 00:00:00,Cold Outreach,2-5 agents,8,Setter C,Closer A
L-11679,2025-04-01 00:00:00,Meta,Solo,3,Setter B,Closer D
L-11680,2025-06-22 00:00:00,Meta,2-5 agents,7,Setter C,Closer B
L-11681,2025-04-30 00:00:00,Referral,2-5 agents,8,Setter C,Closer A
L-11682,2025-04-17 00:00:00,Cold Outreach,16+ agents,3,Setter B,Closer B
L-11683,2025-04-16 00:00:00,Google Search,6-15 agents,8,Setter B,Closer A
L-11684,2025-06-29 00:00:00,Cold Outreach,Solo,3,Setter A,Closer A
L-11685,2025-03-11 00:00:00,Cold Outreach,Solo,6,Setter B,Closer B
L-11686,2025-06-24 00:00:00,Meta,Solo,6,Setter A,Closer D
L-11687,2025-05-22 00:00:00,TikTok,2-5 agents,3,Setter A,Closer C
L-11688,2025-06-25 00:00:00,Google Search,Solo,4,Setter A,Closer D
L-11689,2025-05-08 00:00:00,Google Search,6-15 agents,4,Setter C,Closer A
L-11690,2025-06-08 00:00:00,Meta,2-5 agents,8,Setter A,Closer B
L-11691,2025-03-12 00:00:00,Meta,2-5 agents,7,Setter C,Closer A
L-11692,2025-06-11 00:00:00,Meta,16+ agents,4,Setter A,Closer C
L-11693,2025-06-13 00:00:00,Meta,16+ agents,6,Setter A,Closer C
L-11694,2025-06-21 00:00:00,Meta,Solo,7,Setter C,Closer B
L-11695,2025-05-10 00:00:00,Meta,16+ agents,5,Setter B,Closer B
L-11696,2025-04-10 00:00:00,Meta,6-15 agents,8,Setter A,Closer D
L-11697,2025-04-06 00:00:00,Google Search,16+ agents,3,Setter B,Closer B
L-11698,2025-03-29 00:00:00,Meta,2-5 agents,3,Setter A,Closer C
L-11699,2025-06-02 00:00:00,Meta,16+ agents,7,Setter C,Closer A
L-11700,2025-06-20 00:00:00,TikTok,16+ agents,1,Setter B,Closer C
L-11701,2025-06-27 00:00:00,Google Search,2-5 agents,5,Setter A,Closer C
L-11702,2025-03-15 00:00:00,Google Search,6-15 agents,8,Setter C,Closer D
L-11703,2025-05-23 00:00:00,Google Search,16+ agents,5,Setter B,Closer B
L-11704,2025-06-28 00:00:00,LinkedIn,6-15 agents,8,Setter C,Closer D
L-11705,2025-05-25 00:00:00,Meta,16+ agents,8,Setter C,Closer B
L-11706,2025-06-27 00:00:00,Google Search,6-15 agents,3,Setter A,Closer B
L-11707,2025-05-29 00:00:00,Google Search,16+ agents,3,Setter C,Closer A
L-11708,2025-03-16 00:00:00,Google Search,6-15 agents,7,Setter C,Closer A
L-11709,2025-06-01 00:00:00,Google Search,6-15 agents,7,Setter A,Closer B
L-11710,2025-06-26 00:00:00,Google Search,16+ agents,5,Setter C,Closer B
L-11711,2025-05-21 00:00:00,Meta,6-15 agents,7,Setter C,Closer D
L-11712,2025-06-04 00:00:00,Google Search,2-5 agents,5,Setter B,Closer B
L-11713,2025-04-02 00:00:00,Meta,Solo,6,Setter A,Closer D
L-11714,2025-04-14 00:00:00,Meta,Solo,3,Setter C,Closer D
L-11715,2025-05-29 00:00:00,Google Search,6-15 agents,3,Setter B,Closer B
L-11716,2025-05-26 00:00:00,Cold Outreach,16+ agents,8,Setter A,Closer A
L-11717,2025-04-28 00:00:00,Google Search,2-5 agents,3,Setter A,Closer C
L-11718,2025-06-10 00:00:00,Meta,2-5 agents,8,Setter B,Closer C
L-11719,2025-04-07 00:00:00,TikTok,16+ agents,1,Setter B,Closer B
L-11720,2025-06-25 00:00:00,Cold Outreach,Solo,5,Setter C,Closer B
L-11721,2025-01-25 00:00:00,TikTok,16+ agents,3,Setter A,Closer D
L-11722,2025-06-17 00:00:00,TikTok,Solo,1,Setter B,Closer B
L-11723,2025-06-29 00:00:00,Meta,Solo,3,Setter B,Closer C
L-11724,2025-04-10 00:00:00,Meta,Solo,3,Setter A,Closer C
L-11725,2025-06-10 00:00:00,Meta,Solo,8,Setter C,Closer C
L-11726,2025-05-14 00:00:00,TikTok,16+ agents,3,Setter C,Closer A
L-11727,2025-04-19 00:00:00,Cold Outreach,Solo,8,Setter A,Closer C
L-11728,2025-06-09 00:00:00,Google Search,Solo,7,Setter C,Closer D
L-11729,2025-05-26 00:00:00,Google Search,Solo,3,Setter B,Closer A
L-11730,2025-06-16 00:00:00,Referral,2-5 agents,8,Setter B,Closer B
L-11731,2025-04-12 00:00:00,Referral,6-15 agents,9,Setter A,Closer C
L-11732,2025-06-02 00:00:00,Meta,6-15 agents,5,Setter B,Closer D
L-11733,2025-04-14 00:00:00,Cold Outreach,Solo,4,Setter B,Closer C
L-11734,2025-06-27 00:00:00,Meta,6-15 agents,5,Setter B,Closer C
L-11735,2025-04-07 00:00:00,Meta,6-15 agents,8,Setter C,Closer C
L-11736,2025-06-15 00:00:00,Meta,Solo,3,Setter A,Closer C
L-11737,2025-03-11 00:00:00,Referral,16+ agents,8,Setter A,Closer A
L-11738,2025-04-01 00:00:00,Google Search,2-5 agents,8,Setter B,Closer B
L-11739,2025-06-17 00:00:00,TikTok,Solo,4,Setter A,Closer C
L-11740,2025-05-04 00:00:00,Meta,16+ agents,5,Setter B,Closer B
L-11741,2025-06-04 00:00:00,Referral,2-5 agents,9,Setter B,Closer D
L-11742,2025-04-07 00:00:00,Referral,16+ agents,9,Setter A,Closer D
L-11743,2025-04-08 00:00:00,Google Search,6-15 agents,4,Setter B,Closer C
L-11744,2025-06-23 00:00:00,Meta,16+ agents,8,Setter C,Closer D
L-11745,2025-04-30 00:00:00,Cold Outreach,2-5 agents,6,Setter C,Closer A
L-11746,2025-03-28 00:00:00,Google Search,6-15 agents,8,Setter B,Closer D
L-11747,2025-02-28 00:00:00,LinkedIn,Solo,9,Setter A,Closer B
L-11748,2025-05-04 00:00:00,Google Search,Solo,7,Setter B,Closer A
L-11749,2025-06-08 00:00:00,Meta,2-5 agents,3,Setter C,Closer C
L-11750,2025-01-30 00:00:00,Meta,Solo,4,Setter B,Closer A
L-11751,2025-05-06 00:00:00,Google Search,Solo,8,Setter A,Closer C
L-11752,2025-03-09 00:00:00,Meta,16+ agents,6,Setter A,Closer B
L-11753,2025-02-01 00:00:00,Google Search,6-15 agents,4,Setter A,Closer A
L-11754,2025-02-05 00:00:00,Meta,6-15 agents,4,Setter B,Closer D
L-11755,2025-05-02 00:00:00,Meta,6-15 agents,3,Setter C,Closer A
L-11756,2025-05-14 00:00:00,Referral,Solo,8,Setter C,Closer D
L-11757,2025-05-29 00:00:00,Google Search,6-15 agents,8,Setter A,Closer D
L-11758,2025-03-11 00:00:00,TikTok,6-15 agents,4,Setter C,Closer B
L-11759,2025-04-14 00:00:00,Meta,Solo,3,Setter B,Closer B
L-11760,2025-02-25 00:00:00,LinkedIn,16+ agents,7,Setter C,Closer C
L-11761,2025-05-25 00:00:00,TikTok,16+ agents,1,Setter B,Closer C
L-11762,2025-06-21 00:00:00,Cold Outreach,2-5 agents,3,Setter B,Closer A
L-11763,2025-05-15 00:00:00,Cold Outreach,6-15 agents,3,Setter C,Closer A
L-11764,2025-01-26 00:00:00,Cold Outreach,Solo,5,Setter B,Closer B
L-11765,2025-04-26 00:00:00,Meta,Solo,8,Setter C,Closer C
L-11766,2025-03-17 00:00:00,Meta,6-15 agents,7,Setter B,Closer D
L-11767,2025-03-17 00:00:00,Google Search,2-5 agents,6,Setter B,Closer A
L-11768,2025-03-14 00:00:00,TikTok,16+ agents,3,Setter B,Closer C
L-11769,2025-05-17 00:00:00,Meta,Solo,5,Setter A,Closer C
L-11770,2025-03-22 00:00:00,Meta,6-15 agents,7,Setter C,Closer C
L-11771,2025-03-31 00:00:00,Google Search,Solo,7,Setter A,Closer D
L-11772,2025-03-11 00:00:00,Meta,Solo,7,Setter A,Closer B
L-11773,2025-04-03 00:00:00,Google Search,Solo,6,Setter B,Closer B
L-11774,2025-05-26 00:00:00,Meta,16+ agents,8,Setter C,Closer D
L-11775,2025-04-04 00:00:00,Meta,6-15 agents,7,Setter B,Closer C
L-11776,2025-06-07 00:00:00,Meta,2-5 agents,3,Setter B,Closer D
L-11777,2025-06-12 00:00:00,Google Search,2-5 agents,3,Setter B,Closer A
L-11778,2025-04-29 00:00:00,Meta,2-5 agents,4,Setter A,Closer D
L-11779,2025-03-18 00:00:00,Google Search,6-15 agents,4,Setter C,Closer C
L-11780,2025-06-13 00:00:00,Cold Outreach,Solo,6,Setter A,Closer D
L-11781,2025-06-28 00:00:00,Google Search,Solo,8,Setter A,Closer C
L-11782,2025-03-06 00:00:00,Google Search,Solo,5,Setter B,Closer C
L-11783,2025-02-21 00:00:00,Meta,2-5 agents,6,Setter A,Closer D
L-11784,2025-06-10 00:00:00,TikTok,16+ agents,1,Setter B,Closer C
L-11785,2025-06-12 00:00:00,Meta,Solo,5,Setter A,Closer C
L-11786,2025-05-14 00:00:00,TikTok,2-5 agents,1,Setter C,Closer D
L-11787,2025-02-11 00:00:00,Google Search,2-5 agents,3,Setter A,Closer C
L-11788,2025-03-18 00:00:00,Cold Outreach,6-15 agents,5,Setter C,Closer A
L-11789,2025-06-29 00:00:00,Meta,16+ agents,3,Setter C,Closer A
L-11790,2025-02-26 00:00:00,Meta,6-15 agents,5,Setter B,Closer D
L-11791,2025-06-02 00:00:00,Meta,16+ agents,6,Setter C,Closer D
L-11792,2025-05-12 00:00:00,TikTok,16+ agents,5,Setter B,Closer C
L-11793,2025-02-15 00:00:00,Meta,6-15 agents,8,Setter B,Closer D
L-11794,2025-02-28 00:00:00,Meta,16+ agents,7,Setter C,Closer A
L-11795,2025-04-19 00:00:00,Cold Outreach,6-15 agents,5,Setter C,Closer C
L-11796,2025-02-11 00:00:00,TikTok,6-15 agents,3,Setter B,Closer D
L-11797,2025-03-13 00:00:00,Referral,6-15 agents,9,Setter B,Closer C
L-11798,2025-06-09 00:00:00,Google Search,6-15 agents,5,Setter B,Closer C
L-11799,2025-06-11 00:00:00,Meta,16+ agents,6,Setter A,Closer D
L-11800,2025-05-18 00:00:00,Meta,2-5 agents,5,Setter A,Closer D
L-11801,2025-04-06 00:00:00,Google Search,Solo,6,Setter A,Closer B
L-11802,2025-04-18 00:00:00,Cold Outreach,6-15 agents,5,Setter C,Closer B
L-11803,2025-06-05 00:00:00,Meta,16+ agents,6,Setter B,Closer A
L-11804,2025-06-06 00:00:00,Meta,16+ agents,4,Setter B,Closer A
L-11805,2025-06-20 00:00:00,Meta,16+ agents,3,Setter C,Closer D
L-11806,2025-04-25 00:00:00,Google Search,2-5 agents,6,Setter C,Closer D
L-11807,2025-05-28 00:00:00,Cold Outreach,Solo,3,Setter C,Closer A
L-11808,2025-06-26 00:00:00,Meta,Solo,4,Setter A,Closer D
L-11809,2025-04-04 00:00:00,Meta,2-5 agents,4,Setter B,Closer C
