lead_id,booked_call,showed_up,time_to_first_contact_mins,follow_up_attempts
L-12145,True,True,75,6
L-12146,False,False,80,10
L-12147,True,True,15,10
L-12148,False,False,0,6
L-12149,False,False,83,2
L-12150,False,False,55,2
L-12151,False,False,9,4
L-12152,False,False,30,2
L-12153,False,False,88,5
L-12154,False,False,25,3
L-12155,True,True,7,9
L-12156,False,False,3,11
L-12157,True,True,15,1
L-12158,False,False,0,6
L-12159,False,False,3,10
L-12160,False,False,15,2
L-12161,False,False,70,11
L-12162,True,False,30,7
L-12163,False,False,10,6
L-12164,False,False,41,4
L-12165,False,False,26,10
L-12166,False,False,27,9
L-12167,False,False,86,1
L-12168,True,False,6,10
L-12169,True,True,53,1
L-12170,True,False,117,7
L-12171,True,True,2,8
L-12172,True,True,17,10
L-12173,True,True,66,8
L-12174,False,False,38,3
L-12175,False,False,101,8
L-12176,True,False,28,11
L-12177,True,True,34,7
L-12178,False,False,50,8
L-12179,False,False,1,7
L-12180,False,False,54,2
L-12181,True,True,16,5
L-12182,True,True,59,5
L-12183,False,False,10,8
L-12184,True,True,25,6
L-12185,False,False,19,5
L-12186,False,False,1,2
L-12187,False,False,85,4
L-12188,True,False,45,8
L-12189,False,False,45,1
L-12190,True,True,6,11
L-12191,False,False,11,8
L-12192,False,False,0,10
L-12193,True,False,48,6
L-12194,True,False,14,11
L-12195,True,False,97,9
L-12196,False,False,150,11
L-12197,True,False,21,1
L-12198,True,True,24,3
L-12199,True,True,10,4
L-12200,False,False,8,5
L-12201,True,False,37,3
L-12202,False,False,45,11
L-12203,False,False,35,6
L-12204,True,True,36,4
L-12205,True,True,25,9
L-12206,False,False,2,7
L-12207,True,True,49,6
L-12208,False,False,38,3
L-12209,False,False,28,4
L-12210,True,True,30,9
L-12211,True,True,8,11
L-12212,False,False,53,9
L-12213,True,True,11,7
L-12214,False,False,39,9
L-12215,False,False,32,8
L-12216,False,False,49,11
L-12217,False,False,24,7
L-12218,False,False,39,5
L-12219,True,False,192,4
L-12220,True,True,8,5
L-12221,True,False,191,7
L-12222,True,True,14,2
L-12223,False,False,47,2
L-12224,True,False,34,10
L-12225,True,False,156,8
L-12226,False,False,0,10
L-12227,True,True,105,8
L-12228,True,True,25,10
L-12229,False,False,10,7
L-12230,True,False,62,10
L-12231,True,True,33,3
L-12232,True,False,198,8
L-12233,False,False,56,2
L-12234,False,False,11,5
L-12235,False,False,84,10
L-12236,False,False,36,10
L-12237,True,True,8,1
L-12238,False,False,29,4
L-12239,True,True,9,6
L-12240,False,False,73,3
L-12241,False,False,8,5
L-12242,False,False,30,5
L-12243,True,True,55,11
L-12244,False,False,73,6
L-12245,True,True,9,1
L-12246,False,False,46,3
L-12247,False,False,120,11
L-12248,True,True,4,2
L-12249,True,True,25,1
L-12250,False,False,117,2
L-12251,False,False,42,7
L-12252,False,False,84,10
L-12253,False,False,56,7
L-12254,False,False,107,10
L-12255,True,True,57,3
L-12256,True,True,0,7
L-12257,False,False,3,6
L-12258,False,False,3,5
L-12259,True,True,3,6
L-12260,True,True,127,9
L-12261,False,False,71,8
L-12262,True,True,6,9
L-12263,False,False,0,1
L-12264,True,True,27,2
L-12265,True,True,5,3
L-12266,True,True,60,5
L-12267,False,False,23,11
L-12268,True,True,53,8
L-12269,False,False,27,4
L-12270,False,False,28,8
L-12271,False,False,35,11
L-12272,False,False,109,2
L-12273,True,False,4,1
L-12274,False,False,49,8
L-12275,False,False,1,1
L-12276,True,False,12,10
L-12277,False,False,62,7
L-12278,True,True,32,11
L-12279,True,True,9,1
L-12280,True,False,62,1
L-12281,False,False,14,8
L-12282,False,False,33,11
L-12283,False,False,57,4
L-12284,False,False,81,2
L-12285,True,True,14,10
L-12286,False,False,14,5
L-12287,False,False,7,4
L-12288,True,True,52,10
L-12289,False,False,105,3
L-12290,False,False,62,3
L-12291,True,True,56,4
L-12292,True,True,106,7
L-12293,True,False,107,7
L-12294,False,False,16,11
L-12295,True,False,194,10
L-12296,True,True,31,3
L-12297,False,False,65,6
L-12298,True,False,4,3
L-12299,False,False,68,3
L-12300,True,True,72,2
L-12301,False,False,20,9
L-12302,False,False,1,10
L-12303,False,False,13,5
L-12304,True,False,12,8
L-12305,False,False,26,2
L-12306,True,True,71,1
L-12307,True,True,32,6
L-12308,False,False,22,3
L-12309,False,False,78,11
L-12310,True,True,33,8
L-12311,True,True,57,2
L-12312,True,True,73,6
L-12313,False,False,15,5
L-12314,False,False,72,4
L-12315,False,False,1,3
L-12316,False,False,109,9
L-12317,True,True,111,5
L-12318,False,False,0,5
L-12319,True,True,7,6
L-12320,False,False,15,9
L-12321,False,False,64,11
L-12322,True,True,56,5
L-12323,True,True,39,3
L-12324,True,True,104,11
L-12325,False,False,38,11
L-12326,False,False,33,1
L-12327,False,False,0,2
L-12328,True,True,8,9
L-12329,True,True,49,4
L-12330,False,False,87,10
L-12331,False,False,16,5
L-12332,False,False,8,7
L-12333,True,True,2,7
L-12334,False,False,35,9
L-12335,False,False,54,9
L-12336,True,False,56,6
L-12337,False,False,24,9
L-12338,False,False,54,1
L-12339,True,True,22,2
L-12340,True,True,105,1
L-12341,False,False,89,6
L-12342,True,False,48,6
L-12343,True,True,15,1
L-12344,True,True,18,9
L-12345,True,False,77,9
L-12346,True,True,9,3
L-12347,False,False,85,2
L-12348,True,True,57,5
L-12349,True,True,80,4
L-12350,False,False,35,3
L-12351,False,False,14,8
L-12352,True,True,96,11
L-12353,True,True,98,3
L-12354,False,False,7,1
L-12355,False,False,50,1
L-12356,False,False,39,11
L-12357,False,False,9,4
L-12358,True,True,8,1
L-12359,False,False,21,4
L-12360,False,False,29,9
L-12361,False,False,3,4
L-12362,True,False,42,6
L-12363,False,False,48,3
L-12364,True,True,2,4
L-12365,True,True,28,4
L-12366,True,True,13,7
L-12367,True,True,42,9
L-12368,False,False,10,8
L-12369,True,True,9,9
L-12370,False,False,114,7
L-12371,False,False,43,8
L-12372,True,True,18,4
L-12373,False,False,77,3
L-12374,True,True,7,10
L-12375,False,False,22,3
L-12376,False,False,9,4
L-12377,False,False,23,3
L-12378,False,False,13,7
L-12379,False,False,35,6
L-12380,False,False,22,3
L-12381,False,False,97,7
L-12382,False,False,23,3
L-12383,False,False,36,11
L-12384,False,False,44,8
L-12385,True,False,41,2
L-12386,False,False,13,4
L-12387,True,True,40,11
L-12388,False,False,210,2
L-12389,False,False,19,10
L-12390,False,False,32,11
L-12391,True,True,2,4
L-12392,False,False,25,4
L-12393,False,False,33,4
L-12394,True,True,38,1
L-12395,True,False,123,9
L-12396,False,False,13,8
L-12397,False,False,27,1
L-12398,True,False,8,11
L-12399,False,False,52,8
L-12400,False,False,13,5
L-12401,False,False,65,11
L-12402,False,False,50,5
L-12403,False,False,10,8
L-12404,False,False,30,8
L-12405,True,True,113,8
L-12406,False,False,27,3
L-12407,True,True,2,9
L-12408,False,False,2,11
L-12409,False,False,13,8
L-12410,False,False,21,1
L-12411,False,False,99,5
L-12412,True,False,88,9
L-12413,True,True,140,6
L-12414,False,False,24,11
L-12415,False,False,158,7
L-12416,False,False,6,4
L-12417,True,True,74,2
L-12418,True,False,51,11
L-12419,False,False,25,4
L-12420,False,False,5,5
L-12421,True,True,21,5
L-12422,False,False,7,11
L-12423,False,False,63,4
L-12424,False,False,26,5
L-12425,True,True,8,8
L-12426,True,False,34,11
L-12427,False,False,14,11
L-12428,False,False,1,5
L-12429,False,False,13,11
L-12430,True,True,47,11
L-12431,True,True,134,2
L-12432,True,False,16,2
L-12433,False,False,31,8
L-12434,False,False,10,9
L-12435,False,False,1,5
L-12436,False,False,31,3
L-12437,True,False,11,8
L-12438,False,False,95,3
L-12439,False,False,0,11
L-12440,False,False,9,1
L-12441,True,False,45,4
L-12442,True,True,2,3
L-12443,True,True,157,4
L-12444,False,False,22,2
L-12445,False,False,3,5
L-12446,False,False,62,2
L-12447,False,False,5,3
L-12448,False,False,23,1
L-12449,False,False,115,1
L-12450,True,True,1,6
L-12451,True,True,17,8
L-12452,True,False,73,8
L-12453,True,False,91,7
L-12454,False,False,6,10
L-12455,False,False,24,4
L-12456,False,False,1,11
L-12457,False,False,37,8
L-12458,True,False,14,7
L-12459,True,True,81,8
L-12460,False,False,4,10
L-12461,False,False,23,4
L-12462,False,False,75,9
L-12463,False,False,12,1
L-12464,True,True,26,2
L-12465,True,False,37,3
L-12466,False,False,51,10
L-12467,False,False,67,7
L-12468,False,False,13,3
L-12469,True,True,74,5
L-12470,False,False,61,11
L-12471,False,False,4,6
L-12472,True,True,43,11
L-12473,True,True,20,7
L-12474,False,False,60,2
L-12475,False,False,56,10
L-12476,False,False,17,2
L-12477,False,False,23,7
L-12478,True,True,66,5
L-12479,True,True,1,6
L-12480,False,False,82,3
L-12481,False,False,6,2
L-12482,True,True,20,4
L-12483,True,False,77,3
L-12484,True,False,57,4
L-12485,False,False,24,7
L-12486,True,True,15,7
L-12487,True,True,14,4
L-12488,False,False,10,11
L-12489,False,False,32,2
L-12490,True,True,83,8
L-12491,False,False,54,6
L-12492,True,True,105,1
L-12493,False,False,7,8
L-12494,False,False,3,2
L-12495,True,False,22,11
L-12496,False,False,29,4
L-12497,False,False,38,5
L-12498,False,False,29,6
L-12499,False,False,49,11
L-12500,False,False,16,9
L-12501,False,False,155,6
L-12502,True,False,4,10
L-12503,True,True,1,7
L-12504,True,True,110,6
L-12505,True,False,67,3
L-12506,True,True,79,2
L-12507,False,False,15,3
L-12508,False,False,132,11
L-12509,True,True,138,11
L-12510,False,False,7,8
L-12511,True,True,62,4
L-12512,False,False,34,4
L-12513,False,False,27,9
L-12514,False,False,98,1
L-12515,True,False,17,3
L-12516,True,True,14,2
L-12517,False,False,9,6
L-12518,False,False,18,10
L-12519,True,True,44,5
L-12520,True,True,50,9
L-12521,False,False,0,4
L-12522,False,False,42,1
L-12523,False,False,7,10
L-12524,False,False,19,9
L-12525,True,False,147,8
L-12526,True,False,6,6
L-12527,False,False,17,7
L-12528,False,False,17,6
L-12529,True,True,13,5
L-12530,True,True,85,8
L-12531,False,False,52,1
L-12532,True,False,82,3
L-12533,True,True,4,9
L-12534,False,False,8,3
L-12535,False,False,22,1
L-12536,True,True,5,11
L-12537,False,False,20,11
L-12538,True,True,93,3
L-12539,False,False,1,6
L-12540,True,True,115,8
L-12541,True,True,153,11
L-12542,False,False,8,11
L-12543,False,False,1,11
L-12544,False,False,5,10
L-12545,True,True,64,5
L-12546,False,False,36,8
L-12547,False,False,6,5
L-12548,True,True,22,2
L-12549,False,False,2,8
L-12550,True,False,63,9
L-12551,False,False,1,6
L-12552,True,False,95,8
L-12553,False,False,23,6
L-12554,True,False,80,6
L-12555,True,False,2,8
L-12556,False,False,18,5
L-12557,True,False,38,1
L-12558,False,False,24,7
L-12559,False,False,12,6
L-12560,False,False,119,3
L-12561,False,False,57,5
L-12562,False,False,32,11
L-12563,True,False,8,3
L-12564,True,True,8,3
L-12565,False,False,39,3
L-12566,True,True,270,7
L-12567,False,False,40,7
L-12568,False,False,159,8
L-12569,False,False,17,5
L-12570,False,False,36,5
L-12571,False,False,11,4
L-12572,True,True,22,5
L-12573,False,False,74,6
L-12574,True,False,80,10
L-12575,False,False,56,3
L-12576,False,False,78,7
L-12577,False,False,42,4
L-12578,False,False,47,5
L-12579,True,False,126,7
L-12580,True,True,9,4
L-12581,False,False,32,2
L-12582,False,False,31,11
L-12583,False,False,32,2
L-12584,True,True,18,5
L-12585,True,True,49,11
L-12586,False,False,9,2
L-12587,False,False,13,8
L-12588,False,False,22,3
L-12589,True,True,2,4
L-12590,True,False,7,2
L-12591,True,True,90,4
L-12592,True,True,92,10
L-12593,False,False,24,7
L-12594,True,True,69,5
L-12595,False,False,23,8
L-12596,True,True,78,11
L-12597,True,False,92,4
L-12598,False,False,50,8
L-12599,True,False,74,3
L-12600,False,False,61,1
L-12601,False,False,9,1
L-12602,False,False,51,8
L-12603,False,False,29,3
L-12604,False,False,26,9
L-12605,False,False,26,10
L-12606,False,False,49,9
L-12607,True,True,96,5
L-12608,False,False,15,11
L-12609,True,True,8,5
L-12610,True,True,18,10
L-12611,False,False,38,9
L-12612,False,False,124,1
L-12613,False,False,5,5
L-12614,False,False,87,5
L-12615,False,False,51,10
L-12616,False,False,8,10
L-12617,True,False,84,3
L-12618,False,False,13,11
L-12619,True,True,8,4
L-12620,True,False,83,8
L-12621,False,False,54,2
L-12622,False,False,43,8
L-12623,False,False,15,7
L-12624,True,True,34,11
L-12625,False,False,47,1
L-12626,False,False,64,9
L-12627,True,True,32,1
L-12628,False,False,54,8
L-12629,False,False,76,4
L-12630,True,True,19,8
L-12631,True,False,1,2
L-12632,True,True,14,3
L-12633,True,True,158,9
L-12634,False,False,178,8
L-12635,True,False,9,1
L-12636,True,True,16,10
L-12637,True,False,22,3
L-12638,False,False,0,2
L-12639,False,False,178,3
L-12640,False,False,9,6
L-12641,False,False,30,6
L-12642,False,False,92,3
L-12643,True,True,42,2
L-12644,False,False,2,11
L-12645,True,True,67,11
L-12646,True,True,29,1
L-12647,True,True,86,6
L-12648,False,False,5,6
L-12649,False,False,16,2
L-12650,True,False,15,1
L-12651,False,False,27,6
L-12652,True,True,53,4
L-12653,True,True,33,2
L-12654,False,False,12,10
L-12655,False,False,38,5
L-12656,False,False,9,11
L-12657,True,True,27,1
L-12658,False,False,36,3
L-12659,True,False,4,2
L-12660,True,True,83,9
L-12661,False,False,60,7
L-12662,True,True,26,1
L-12663,False,False,3,9
L-12664,False,False,36,9
L-12665,False,False,12,1
L-12666,False,False,47,8
L-12667,True,True,6,7
L-12668,False,False,20,11
L-12669,True,True,22,2
L-12670,False,False,5,9
L-12671,False,False,75,9
L-12672,False,False,87,9
L-12673,False,False,28,6
L-12674,True,True,8,7
L-12675,False,False,0,1
L-12676,True,True,15,1
L-12677,True,True,15,11
L-12678,True,True,3,10
L-12679,True,True,62,5
L-12680,True,True,1,6
L-12681,True,True,9,6
L-12682,False,False,5,2
L-12683,True,True,24,5
L-12684,False,False,76,4
L-12685,False,False,23,4
L-12686,False,False,3,3
L-12687,True,False,34,7
L-12688,True,True,7,8
L-12689,False,False,28,9
L-12690,False,False,7,9
L-12691,True,True,95,3
L-12692,True,False,48,1
L-12693,True,False,7,8
L-12694,False,False,18,9
L-12695,False,False,55,9
L-12696,False,False,202,8
L-12697,False,False,100,6
L-12698,False,False,3,9
L-12699,False,False,10,11
L-12700,False,False,45,11
L-12701,False,False,42,9
L-12702,True,True,13,4
L-12703,False,False,69,7
L-12704,False,False,19,5
L-12705,False,False,25,2
L-12706,True,False,28,7
L-12707,False,False,85,10
L-12708,False,False,34,5
L-12709,True,False,17,11
L-12710,False,False,54,7
L-12711,True,False,43,10
L-12712,False,False,144,9
L-12713,False,False,65,8
L-12714,True,True,117,6
L-12715,False,False,6,6
L-12716,False,False,41,1
L-12717,False,False,9,3
L-12718,True,True,95,10
L-12719,True,False,24,3
L-12720,False,False,56,6
L-12721,True,True,6,1
L-12722,True,True,21,5
L-12723,True,False,2,7
L-12724,False,False,5,5
L-12725,False,False,25,1
L-12726,False,False,28,9
L-12727,True,False,7,9
L-12728,True,False,24,5
L-12729,False,False,38,5
L-12730,True,False,75,7
L-12731,True,True,8,9
L-12732,True,True,51,1
L-12733,False,False,17,1
L-12734,False,False,39,2
L-12735,False,False,8,1
L-12736,False,False,0,9
L-12737,False,False,16,6
L-12738,True,False,158,10
L-12739,False,False,1,7
L-12740,False,False,19,1
L-12741,True,True,13,4
L-12742,False,False,0,4
L-12743,True,True,19,5
L-12744,True,True,4,6
L-12745,False,False,21,7
L-12746,True,True,7,1
L-12747,True,True,4,10
L-12748,False,False,17,8
L-12749,False,False,16,1
L-12750,True,True,221,5
L-12751,True,True,59,10
L-12752,True,True,72,10
L-12753,True,False,26,8
L-12754,True,False,47,1
L-12755,True,True,49,5
L-12756,True,True,14,4
L-12757,False,False,46,6
L-12758,False,False,19,7
L-12759,False,False,28,2
L-12760,True,False,23,1
L-12761,True,True,16,9
L-12762,False,False,24,9
L-12763,True,True,59,9
L-12764,True,False,40,11
L-12765,False,False,73,2
L-12766,False,False,6,11
L-12767,True,True,13,1
L-12768,False,False,13,10
L-12769,False,False,6,8
L-12770,False,False,41,5
L-12771,True,True,3,11
L-12772,False,False,40,11
L-12773,True,False,1,3
L-12774,False,False,42,7
L-12775,True,False,10,4
L-12776,True,True,88,1
L-12777,True,True,59,6
L-12778,True,True,27,3
L-12779,True,True,60,10
L-12780,False,False,29,5
L-12781,True,True,31,11
L-12782,True,True,21,1
L-12783,True,False,29,1
L-12784,True,True,0,10
L-12785,True,True,4,11
L-12786,True,True,15,4
L-12787,True,True,28,7
L-12788,False,False,45,6
L-12789,True,True,4,8
L-12790,True,True,141,6
L-12791,False,False,6,3
L-12792,False,False,89,8
L-12793,False,False,10,2
L-12794,False,False,17,9
L-12795,False,False,49,9
L-12796,True,True,15,11
L-12797,False,False,7,3
L-12798,False,False,122,1
L-12799,True,False,15,9
L-12800,False,False,176,8
L-12801,True,True,4,3
L-12802,False,False,31,1
L-12803,False,False,24,10
L-12804,False,False,25,11
L-12805,False,False,54,1
L-12806,False,False,84,6
L-12807,False,False,40,5
L-12808,True,True,160,5
L-12809,False,False,31,2
L-12810,False,False,45,9
L-12811,False,False,21,1
L-12812,False,False,74,8
L-12813,False,False,21,5
L-12814,False,False,38,9
L-12815,False,False,47,3
L-12816,False,False,8,5
L-12817,True,True,50,6
L-12818,True,True,97,9
L-12819,True,False,37,7
L-12820,False,False,23,3
L-12821,True,True,66,7
L-12822,False,False,4,7
L-12823,False,False,70,10
L-12824,True,False,258,3
L-12825,True,False,262,11
L-12826,True,False,6,4
L-12827,False,False,0,2
L-12828,True,True,34,5
L-12829,True,False,38,8
L-12830,True,True,73,10
L-12831,False,False,12,10
L-12832,True,True,32,5
L-12833,True,False,113,2
L-12834,True,True,56,10
L-12835,False,False,93,5
L-12836,False,False,90,2
L-12837,False,False,11,2
L-12838,False,False,31,2
L-12839,False,False,17,6
L-12840,False,False,15,1
L-12841,False,False,109,1
L-12842,True,True,18,3
L-12843,True,True,99,1
L-12844,False,False,22,10
L-12845,True,True,33,2
L-12846,True,True,90,5
L-12847,False,False,30,6
L-12848,True,True,16,1
L-12849,False,False,19,8
L-12850,False,False,38,1
L-12851,False,False,48,2
L-12852,False,False,93,11
L-12853,False,False,27,9
L-12854,False,False,7,10
L-12855,False,False,10,3
L-12856,False,False,58,7
L-12857,False,False,22,2
L-12858,False,False,100,3
L-12859,False,False,21,11
L-12860,False,False,59,4
L-12861,False,False,16,11
L-12862,False,False,31,11
L-12863,True,True,0,3
L-12864,False,False,4,3
L-12865,True,False,139,2
L-12866,False,False,7,7
L-12867,False,False,62,2
L-12868,True,False,19,6
L-12869,False,False,87,7
L-12870,True,True,9,8
L-12871,False,False,10,11
L-12872,True,False,10,4
L-12873,True,True,32,2
L-12874,True,True,36,5
L-12875,False,False,45,11
L-12876,True,True,87,7
L-12877,False,False,21,4
L-12878,False,False,57,8
L-12879,False,False,6,3
L-12880,False,False,22,5
L-12881,True,False,99,10
L-12882,False,False,47,11
L-12883,False,False,72,6
L-12884,False,False,62,7
L-12885,False,False,43,11
L-12886,True,False,65,4
L-12887,False,False,33,3
L-12888,True,True,52,1
L-12889,True,True,33,11
L-12890,True,True,21,11
L-12891,True,False,46,6
L-12892,True,False,47,1
L-12893,False,False,74,8
L-12894,True,True,23,3
L-12895,False,False,69,8
L-12896,True,True,21,1
L-12897,False,False,45,11
L-12898,True,False,44,4
L-12899,True,True,32,5
L-12900,True,True,55,5
L-12901,False,False,29,9
L-12902,True,True,0,11
L-12903,False,False,31,9
L-12904,True,True,12,11
L-12905,True,True,45,9
L-12906,False,False,11,6
L-12907,True,True,11,10
L-12908,True,True,22,8
L-12909,True,False,180,11
L-12910,False,False,22,1
L-12911,False,False,55,2
L-12912,True,True,1,8
L-12913,True,True,0,4
L-12914,True,True,8,10
L-12915,False,False,98,10
L-12916,True,True,277,8
L-12917,False,False,78,8
L-12918,False,False,25,2
L-12919,True,True,113,8
L-12920,True,True,77,11
L-12921,False,False,1,11
L-12922,True,True,14,1
L-12923,True,False,24,7
L-12924,False,False,22,2
L-12925,True,False,6,2
L-12926,False,False,21,9
L-12927,False,False,49,1
L-12928,False,False,97,2
L-12929,False,False,14,1
L-12930,False,False,32,7
L-12931,False,False,31,11
L-12932,False,False,5,3
L-12933,False,False,0,3
L-12934,False,False,109,5
L-12935,True,True,94,7
L-12936,False,False,67,2
L-12937,False,False,4,2
L-12938,True,True,26,7
L-12939,False,False,51,1
L-12940,True,True,85,11
L-12941,False,False,6,5
L-12942,True,False,197,1
L-12943,False,False,45,5
L-12944,False,False,11,7
L-12945,False,False,57,2
L-12946,False,False,16,2
L-12947,True,True,41,6
L-12948,False,False,0,3
L-12949,False,False,97,5
L-12950,True,True,43,4
L-12951,False,False,1,1
L-12952,False,False,31,5
L-12953,True,True,58,9
L-12954,True,True,8,3
L-12955,True,True,3,6
L-12956,False,False,113,2
L-12957,False,False,59,8
L-12958,True,True,72,1
L-12959,False,False,41,9
L-12960,True,False,100,5
L-12961,True,True,12,1
L-12962,False,False,45,8
L-12963,True,False,26,9
L-12964,False,False,14,4
L-12965,True,False,1,5
L-12966,False,False,12,5
L-12967,True,True,161,10
L-12968,False,False,2,4
L-12969,True,False,132,8
L-12970,True,True,80,6
L-12971,True,True,119,1
L-12972,True,False,29,10
L-12973,False,False,68,6
L-12974,True,False,12,1
L-12975,False,False,13,8
L-12976,True,False,27,5
L-12977,False,False,10,3
L-12978,True,True,125,5
L-12979,True,True,111,7
L-12980,True,True,6,4
L-12981,True,False,124,6
L-12982,False,False,15,1
L-12983,False,False,65,10
L-12984,True,True,3,4
L-12985,False,False,0,5
L-12986,False,False,28,3
L-12987,True,True,7,10
L-12988,False,False,79,6
L-12989,True,True,85,5
L-12990,False,False,40,7
L-12991,False,False,1,10
L-12992,True,False,70,1
L-12993,True,True,30,10
L-12994,True,False,95,8
L-12995,True,True,13,11
L-12996,True,True,2,3
L-12997,True,True,7,4
L-12998,False,False,37,7
L-12999,False,False,1,2
